;;;;;
RUT CLIENTE;NOMBRE CLIENTE;NOMBRE OBRA;ID OBRA;CORREO CONTACTO;DIRECCION
77276480-4;TRANCURA INGENIERIA Y CONSTRUCCION;STREP CENTER PUDAHUEL;22011;;AVENIDA DEL VALLE 869
76271830-8;CONSTRUCTORA TIERRA LTDA.;STRIP CENTER BUIN;23697;gumichel@gmail.com;SAN MARTIN CALETERA 5 SUR 454-455
76212075-5;CONSTRUCTORA LEFCO S.A.;STRIP CENTER DE CURAUMA;23087;stripcentercurauma@gmail.com;NUDO CRUCE CURAUMA  S/NUMERO
76057932-7;Ing. Civil y Const. Andres Pineda Ltda.;STRIP CENTER LAS FLORES, SAN CARLOS DE APOQUINDO;22596;apineda@icycap.cl;AVENIDA LA PLAZA 1250
96889130-8;Inmobiliaria y Constructora Vidal S.A.;STRIP CENTER MAIPU;23033;carlos.vidal@kavisa.cl;Pajaritos 2624
76049746-0;CONSTRUCTORA EDIMAQ S.A;STRIP CENTER VALDIVIA;23464;;AV. PICARTE 3057
76057932-7;Ing. Civil y Const. Andres Pineda Ltda.;Strip Center Vitacura;21853;jgutierrez@icycap.cl;Avda. Vitacura 3456
76701920-3;Constructora BSC Ltda.;Subcomisaria carabineros Lampa;22791;jacevedo@grupobsc.cl;Sargento Aldean 1100
96521440-2;Abengoa Chile S.A.;Subestacion Cerro Negro Norte;21839;marcelo.espinoza@abengoa-chile.cl;Guillermo Toro Lorca   231
76215876-0;INDEPRO-IP S.A;SUBESTACION ELECTRICA SEWELL;23474;Rafael.rojas@indeproip.cl;DIVISION EL TENIENTE SEWELL SN
59172470-3;HMV CHILE;SUBESTACIoN RAHUE 220 KV;22779;jgomez@h-mv.com;SECTOR BARRA BLANCO S/N
76107042-8;Constructora Viviendas 2000 Ltda.;SUBTERRANEO - PARQUE DORSAL 2 ETAPA;22319;carlosaa@viviendas2000.cl;General Gambino 3400
76055936-9;SOCIEDAD CONSTRUCTORA POLONESA LIMITADA;SUPERMERCADO ACUENTA SAN BERNARDO;23122;;EUCALIPTUS 85
77578300-1;CONSTRUCTORA SAN ANTONIO LTDA.;SUPERMERCADO ELTIT VALDIVIA;23859;nicolasmonroym@gmail.com;CAMILO HENRIQUEZ 780
76265740-6;Inmobiliaria y Constructora Lapco Limitada;SUPERMERCADO SAN JAVIER;22504;dolmedo@lapco.cl;cienfuergos 1405
77710830-1;SOC. CONST. ECHAVARRI HERMANOS LTDA.;Supermercado Santa Rosa;22575;mcortes@constructorasae.cl;Avenida Santa Rosa 127
76296882-7;J & B INGENIERIA Y CONSTRUCCION SPA;Switch Osorno;24447;juan.aros@jbingenieria.cl;Av. Manuel Rodriguez 1577
96538850-8;Sociedad Inmobiliaria Piedra Roja S.A.;Talagante;21786;;Autopista del Sol  KM 47
96995650-0;SERCOMEC S.A.;TALLER LOS QUILOS LOS ANDES;22608;victor.seguel@sercomec.cl;Camino Internacional  KM20
76364910-5;CONSTRUCTORA JOSE FERNANDO CANALES LAMAR EIRL;TALLER NEPTUNO;23566;M.ARRIAGADA@CCANALES.CL;AVENIDA EL DORSAL 6252
76046551-8;INGENIERIA Y CONSTRUCCION ERRAZURIZ LTDA.;TCCU;22777;otecnica@errazurizltda.cl;ROBERTO SIMPSON 01780
70946300-4;CORPORACION CULTURAL DE LA I. MUNICIPALIDAD DE SANTIAGO;TEATRO MUNICIPAL DE SANTIAGO;22259;rdelgado@municipal.cl;AGUSTINAS 794
96869030-2;CONSTRUCTORA CUEVAS Y PURCELL S.A.;TEATRO SAN GINeS;23307;cjorquera@cypco.cl;MALLINKRODT 76
13832342-0;ARTURO SEGURA LEIVA;TECHUMBRE CASA HABITACION;27910;asegura@banchile.com;LAS TORCAZAS B 9
99541460-0;Termika Camval S.A.;TECNASIC MINERA CASERONES;22461;victorrivasg@camval.cl;TIERRA AMARILLA A 162 KM. AL SURESTE DE COPIAPo S/N
83145600-0;CONSTRUCTORA VALKO S.A.;Teleton Valdivia II Etapa;22926;ecofre@valko.cl;Rene Schneider esquina Francia 0000
77506090-5;COMERCIAL Y SERVICIOS COSERCO LTDA.;TENENCIA LOS TRAPENSES;24277;alvaro.valdivia.u@gmail.com;AVDA. LA DEHESA 4422
79802720-4;INMOBILIARIA DEL PACIFICO S.A.;TERMINAL DE BUSES DE PUERTO MONTT;21883;;AVDA. DIEGO PORTALES 1001
8208663-3;EDUARDO RAMIREZ MORENO;TERMINAL DE BUSES PEUMO;23374;edoramirez@adsl.tie.cl;GABRIELA ESQUINA O´HIGGINS S/N
76116642-5;DETECO IC S.A.;Terralta Chamisero;23838;sergio.rivas@deteco.cl;Av Chamisero Parcela 19 A
77710830-1;SOC. CONST. ECHAVARRI HERMANOS LTDA.;Terralta Los Dominicos;23426;rruiz@constructorasae.cl;Francisco Bulnes Correa 3650
78030120-1;CONSTRUCTORA ALTIUS S.A;TERRAZAS 2 NORTE;23784;cpino@altius.cl;Av Macul  3700
76038724-k;CONSTRUCTORA E INMOBILIARIA DABARO LTDA;TERRAZAS DEL ABANICO III;24380;jdcallejasm@gmail.com;calle el abanico  411
96538850-8;Sociedad Inmobiliaria Piedra Roja S.A.;Tobalaba;22627;;Los Turistas 0945
6002129-5;Luis Fernandez Drey;Torre A edificio Oficiales solteros CMRL;22916;;valenzuela llanos 623
77352960-4;Industrial y Comercial STO Ltda.;torre amd edificio corporativo;24734;;AV. JOSE MIGUEL INFANTE  8456
83938500-5;SAN MARTIN HERMANOS LIMITADA;TORRE AMD FALABELLA;22660;;FALABELLA EGAnA SN
76429162-K;INGENIERIA MONTAJE Y CONSTRUCCION;TORRE AMD LIDER;24593;;LA MARCOLETA  365
76429162-K;INGENIERIA MONTAJE Y CONSTRUCCION;TORRE PARA MAQUINA PLEGADORA;24132;;LUIS ALBERTO CRUZ 1166
76355180-6;INVERSIONES GODOY BRUNO LTDA.;TORRES PUBLICITARIAS;22039;;UNION LATINOAMERICANA 35
76006938-8;Cosntructora Lampa Oriente S.A.;Totem Chicauma;24196;csalinas@brotec-icafal.cl;LOte 1 Fundo Santa Teresa S/N
96538140-6;CONSTRUCTORA JCE S.A.;TOTTUS VITACURA;21917;;AV. VITACURA  9019
76440370-3;Constructora Ibanez Barahona Ltda.;TOWN HOUSES LOS POZOS;23331;ingeniero3@ecibl.cl;Los Pozos 6868
12930512-6;CLAUDIO BAEZA CARRASCO;TRABAJOS PROLESUR;23533;baeza.c@gmail.com;NUEVA NUEVE S/N
76057002-8;Ecomsa Empresa Constructora S.A.;Transelec;21857;;Mapocho  1745
96844950-8;Ebco S.A.;TRESMONTES LUCHETTI;26874;alvaro.valenzuela@ebco.cl;Avenida boulevard Poniente 900
76202154-4;CONSTRUCTORA COFRAN LIMITADA;Tunel Clinica las Condes;22283;joselopez@ccofran.cl;paul harris 10377
77580930-2;LOS VOLCANES CHILE LTDA.;UNISUR;24066;;AV. LA MARINA S/N
76525290-3;EBCOSUR S.A.;URB CASAMAR DS 116;28088;mauricio.jerez@ebcosur.cl;ANTONIO BURR C/CHACIA STA. ELENA S/N
76058918-7;CONSTRUCTORA PIEDRA ALTA S.A.;Urbanizacion Cerro Loma de la Cruz - Los Litres;24208;obobadilla@iwood.cl;Los Litres  1415
77312730-1;Constructora Andreu Ltda.;URBANIZACION IZARRA LOTE ML-1A;22144;;AVENIDA PADRE HURTADO  1186
99558680-0;CONSTRUCTORA SOCOVESA SANTIAGO S.A.;URBANIZACION LOTEO MONTIJO - RENCA;26800;;AVENIDA MIRAFLORES 8400
77312730-1;Constructora Andreu Ltda.;Urbanizacion Parque del Sol;21901;12667188-1;Avda. Padre Hurtado Central 1186
77078530-8;Constructora Abril S.A.;Valle Alegre;23325;gilopez@uc.cl;Valle Alegre  333
83407700-0;NAVARRETE DIAZ CUMSILLE INGENIEROS LTDA.;Valle del Mar, Etapa III;23151;marcelo.cabellos@nadic.cl;Moneda 970
76115973-9;CONSTRUCTORA TROYA LTDA;VALLE LA DEHESA;22368;;Camino el Chin 3798
96762520-5;CONTRUCTORA PIE ANDINO S.A.;VALLE LA DEHESA ETAPA III;22528;eduardo.vallejos@enaco.cl;CAMINO DEL CHIN  3798
76115973-9;CONSTRUCTORA TROYA LTDA;Valle La Dehesa_;22379;construccionestroya@gmail.com;Camino El Chin 3798
76216065-K;MAR PACIFICO LTDA.;VALLENAR;22571;davidyevenes_lampa@hotmail.com;SECTOR EL CRISTO CAMINO TORRE BLANCA S/N
76051396-2;ARENADOS INDUSTRIALES SPA;VALLES DEL SUR;23686;;CONTULMO 1390
76377240-3;INGENIERIA Y CONSTRUCCION CAIQUEN LIMITADA;VENTA;28028;;LAS HERAS  640
96989120-4;CERVECERA CCU CHILE LTDA.;VENTA;23025;;P. NORTE 8000
76354292-0;PREIZA LTDA;VENTA ABRAZADERAS;26845;rmancini@preiza.cl;FERMIN VIVACETA 1598
76051879-4;ESTRUCTURAS MORONI;VENTA ACCESORIOS;22994;;OBP. CARLOS SAN MARTIN 1376
76940910-6;CONSTRUCTORA DE BODEGAS LTDA.;VENTA ACCESORIOS;23436;;CAM. PUBLICO FUNDO SAN PEDRO 9700
79750680-K;INGENIERIA Y CONSTRUCCION MADRID S.A.;VENTA ACCESORIOS;22327;;MARTIN DE SALVATIERRA 5504
10995295-8;MARCELO BARRERA;VENTA ALINEADORES;23354;;ELENA PUELMA 3115
77545630-2;SOCIEDAD DE SERVICIOS INDUSTRIALES VALDEBENITO  Y CIA LTDA.;VENTA AMD;22085;;,IGUEL LEMUR  126
96513310-0;CONSTRUCTORA INARCO S.A;VENTA AMD;24545;rmedina@inarco.cl;San Pablo 9490
80231300-4;CONSTRUCTORA CAPREVA S.A.;VENTA Centro de distribucion CCU Valdivia;23220;;Ruta T-202 km 37.5 s/n
76131379-7;EQUIPOS Y TRANSPORTES LTDA.;Venta de accesorios;24111;cristian.encina@constructoradv.cl;Martin de Zamora 3690
76266511-5;CONSTRUCCIONES KONAR LIMITADA;VENTA DE ACCESORIOS;23294;ronyzamorano@arexpress.cl;CAPITAN THOMPSON 9348
96669370-3;PAYELEC S.A.;VENTA DE EQUIPOS PARA FINES PEDAGOGICOS;22506;hectorsalas19@gmail.com;COOPERATIVA RIO MAIPO 43
77953640-8;Servicios Pingon Chile;Venta de Placa;24167;pingon@pingon.cl;Santa Adela 0710
76061529-3;DEUTSCHE SCHALUNG (CHILE) S.A.;Venta de Placas Plasticas;23006;;Ojos del Salado 0791
76145623-7;CONSTRUCTORA C.M.M. LIMITADA;VENTA DE TENSOR;23072;;PLACERES 543
6477388-7;MISAEL FLORES LARA;Venta Edifcio Corporativo Claro;22432;adquisicones@misaelflores.cl;Ongolmo 2155
99516780-8;EKYPOS S.A.;VENTA EQUIPOS NUEVOS;24382;COMPRAS@DENCO.CL;BUENOS AIRES 790
76167959-7;INST. ELECTRICAS Y COM. W&R LIMITADA;VENTA INSUMOS;24121;wurthozoide@gmail.com;UNO SUR 898 OFICINA  22
76601650-2;SOC. CONSTRUCTORA RIOS DEL SUR LTDA.;VENTA INSUMOS;24499;ale.perezmella@gmail.com;HUJUELA 41
79925220-1;DESARROLLOS CONSTRUCTIVOS AXIS S.A.;VENTA INSUMOS;24554;;PUERTO VARAS S/*N
96990200-1;Maestra construcciones s.a;VENTA INSUMOS;26814;;VOLCAN COCORVADO S/N
76051879-4;ESTRUCTURAS MORONI;VENTA LOSAS;22968;;OBSP. CARLOS SAN MARTIN 1376
76280094-2;DRIZA SOLUCIONES INDUSTRIALES LTDA.;VENTA MOLDAJES;23537;;Camino San Francisco de Asis,OF 212 150
16147905-5;Raul Rojas Soto;Venta Placas;23278;;Jardin  2540
12537272-4;Marcelo Robin Robin;Venta Placas Usadas;23248;;Dominica 411
76149311-6;DEMOLICIONES E ING SANTIAGO SPA;VENTA PLACAS USADAS;23203;;MAPOCHO 7353
76525290-3;EBCOSUR S.A.;Venta Punta Arenas;24607;sergio.hernandez@ebcosur.cl;AVENIDA SANTA MARIA 2450
65493830-k;FUNDACIoN SEWELL;VENTA SEWELL;23064;asimonmackay@gmail.com;GAMERO 0400
76160147-4;SAN MARTIN LOGISTICA S.A.;VENTA TORRES AMD;22827;jalcalde@bodegasanmartin.cl;Carretera San Martin  8000 Lote A2
76014251-4;IMPORTADORA Y DISTRIBUIDORA SOLPAC S.A.;VENTAS;21957;solpac@solpac.cl;LA VICTORIA 0406
79697530-K;MILTON ARANGUIZ MC. E HIJOS LTDA.;VENTAS FERRETERIA;21981;ventasindustrailes@aranguiz.tie.cl;CARNOT 937
76258598-7;Constructora Campos de Chile SPA;Vespucui Sur;24287;javier.albalat@campos-chile.com;Av. Vespucio Sur  3000
86454800-8;CONSTRUCTORA QUEYLEN S.A.;VI ETAPA ALTOS DEL RACO;23070;;CAMILO HENRIQUEZ 1040
77251150-7;DISENO Y CONSTRUCCION CASTOR S.A.;VILLA CANADA;23153;mdominguez@castor.cl;GUILLERMO MANN 787
77312730-1;Constructora Andreu Ltda.;VILLA CANADA;22604;gvargas@andreu.cl;Los Jazmines 1162
77312730-1;Constructora Andreu Ltda.;VILLA CRUZ GANA;22606;vjara@andreu.cl;Los Jazmines 1162
96850490-8;CONSTRUCTORA CARRAN S.A.;Villa El Trigal;24531;sergio.salazar@py.cl;Manuel Montt  880
78246760-3;Constructora Pehuenche;Villa Galilea;22729;hector.orella@galilea.cl;villa galilea s/n
76052199-K;AR CONTRUCCION LTDA.;VILLA HERMANOS MARISTAS;22938;molino.constructora@gmail.com;VILLA HERMANOS MARISTAS 3 S/N
76255029-6;EMPRESA CONSTRUCTORA COLCHAGUA LTDA;VILLA MARISTAS  - LOS ANDES;22947;molino.constructora@gmail.com;PAPUDO NORTE  262
76319238-5;CONSTRUCTORA LIBERTAD SPA;VILLA MARISTAS - LOS ANDES;23020;jpramirez@maestra.cl;SAN JOSE DE LAS HERMANAS HOSPITALARIAS 266
78484230-4;ceramica y arquitectura S.A;villa paraguay;23029;rodrigoalbar@123.cl;Avda. Santa  Rosa 8361
10754942-0;EDUARDO RAUL PEREZ BERROCAL;VILLANELO;21907;;VILLANELO 146
6743346-7;Hugo Holmgren del Pino;VInA VIK;23043;hilmging@yahoo.com;Sector Millague S/N
78522940-1;CONSTRUCTORA BASALTO;VISTA GOLF MARBELLA;23564;afernandez@basalto.cl;AV El Golf, Marbella s/n
76779980-2;Sociedad Constructora Francisco Lorca Ltda.;VISTA LINDEROS;24469;caguilera@cfl.cl;TENIENTE MERINO 832
78484230-4;ceramica y arquitectura S.A;VIVIENDA FIGUEROA;23155;humbertoluislagos@gmail.com;AVENIDA SIMON BOLIVAR 7323
76244523-9;CONSTRUCTORA LOS ULMOS LTDA.;VIVIENDA MUÑOZ - GALLARDO;24163;marcelo.torressoto@gmail.com;PARCELACION LAS BAHIAS S/N
96884560-8;COMBUSTIBLE SERVICIO DE TRANSPORTE Y CARGO S.A;VIVIENDA OTEIZA;23352;MARCO.ARREY@GMAIL.COM;CAMINO TOTORAL S/N
6374320-8;Cristian Plaza Falabella;Vivienda unifamiliar HSS;26866;cplazaarq@gmail.com;Espoz 5088
76968910-9;SOC.CONSTR.E.INMOB. QUINTEROS Y TAPIA LTDA.;vivienda y locales comerciales Melipilla;22950;marcelo.cortes.m@gmail.com;arza 340
76330106-0;CONSTRUCTORA E INMOBILIARIA SANTA MARIA LTDA;VIVIENDAS COMITE REHUE;24000;mrocha@constructorastamaria.cl;PASAJE SERRANO  S/N
77303370-6;INMOBILIARIA Y CONSTRUCTORA LA PATAGUA LTDA.;VIVIENDAS REPUBLICA;24347;cgamboa@constructoralapatagua.cl;VICUÑA MACKENA  250
77303370-6;INMOBILIARIA Y CONSTRUCTORA LA PATAGUA LTDA.;VIVIENDAS SAN PEDRO;23363;cgamboa@constructoralapatagua.cl;O ´HIGGINS ESQUINA ANTHOR S/N
77312730-1;Constructora Andreu Ltda.;Viviendas Sociales Diego Portales;21897; fasmussen@andreu.cl;Diego Portales 1246
16412212-3;Juan Fuentes Fuentes;Viviendas Villegas;21829;;Parcela 15-16-17 Condominio Campanario s/n
96869030-2;CONSTRUCTORA CUEVAS Y PURCELL S.A.;vtp;27891;;Avenida Errazuriz/muelle Varon s/n
77812330-4;CONSTRUCTORA E INMOBILIARIA EMCOT LTDA.;VULCO;23417;grosas@emcot.cl;San Jose  0815
76917580-6;Metalfort S.A.;Work Center Miraflores;23512;COORDINACION@METALFORT.COM;El Ventisquero  1225
NULL;NULL;NULL;NULL;NULL;NULL
